0
"instruct when did virgin australia start ?oper context virgin ,australia the trad nam of virgin ...a respons virgin australia commenc servic on 31 ...augu categori _closedqa :nam ,0 :dtyp object"
"instruct which i a speci of ?fish top or rop context nan respons top categori classif :nam ,1 :dtyp object"
"instruct explain how new ,technologi lik llm and ...ch context nan respons a a ,kid i lov watch the .jetson a i ...g categori _creativewt :nam ,208 :dtyp object"
"instruct who ar som of the most successful golfer ...in context nan respons sam ,snead tiger ,wood and jack nicklau ar ... categori _openqa :nam ,209 :dtyp object"
"instruct which i a bird or :fish -redthro ,diver ...r context nan respons redlip blenni i a ,fish -redthro diver ...i categori classif :nam ,210 :dtyp object"
"instruct which typ of fish contain the lowest level ... context nan respons the follow typ of fish contain low ...level categori _openqa :nam ,211 :dtyp object"
"instruct how do you mak an ic matcha ?latter context nan respons you will need -12 teaspoon of matcha ,powder ... categori _openqa :nam ,212 :dtyp object"
"instruct what i world of warcraft context nan respons world of warcraft i a mass onlin multi ...pl categori _generalqa :nam ,213 :dtyp object"
"instruct what i the best swim ?form context nan respons it i hard to sai what i the best swim ...fo categori _generalqa :nam ,214 :dtyp object"
"instruct which i the best plac to kayak in ?austin context nan respons ladi bird lak in austin downtown i rever ...t categori _openqa :nam ,215 :dtyp object"
"instruct who i the best 'men test cricket player to ...h context nan respons despit a rich cricket tradit in new ...zealan categori _generalqa :nam ,216 :dtyp object"
"instruct what i the winter weather lik in salt lak ...c context nan respons som ,year utah ha mass amount of ,snow ... categori _generalqa :nam ,217 :dtyp object"
"instruct what the differ between a bass guitar ...and context nan respons ther ar a few signific differ ...betwe categori _openqa :nam ,218 :dtyp object"
"instruct what i a gross domest product ()?gdp context nan respons gross domest product ()gdp i a monetari ...mea categori _openqa :nam ,219 :dtyp object"
"instruct what i the last festiv celebr in tihar ... context lakshmi puja i celebr a a part of ,...tihar respons the festiv last for 5 dai and bhai tika ...i categori _closedqa :nam ,220 :dtyp object"
"instruct what event john johnston won a a ?rider context john johnston (-)18811935 wa a british ...busin respons john johnston won the jockei cup on a hors ...n categori _closedqa :nam ,221 :dtyp object"
"instruct what ar the career of your ?dream context nan respons profession baseball ,player ,astront ...presi categori brainstorm :nam ,222 :dtyp object"
"instruct 'let imagin i creat a fak curr call ... context nan respons given that a -superyarn i worth 10 yarn and ... categori _openqa :nam ,223 :dtyp object"
"instruct what i a ?mormon context nan respons a mormon typic refer to a member of the ...c categori _openqa :nam ,224 :dtyp object"
"instruct what i the differ between a red ...delici context nan respons a red delici appl i red and sweet ...wherea categori _openqa :nam ,225 :dtyp object"
"instruct list the pokemon go .region context nan respons ther ar ten region in pokémon go ,kanto ...joh categori brainstorm :nam ,226 :dtyp object"
"instruct who do you think i the most powerful ...mandalor context nan respons it would hav be te 'anila ',mandalor or also ... categori _openqa :nam ,227 :dtyp object"
"instruct bas on the follow passag summaris how ... context ,sunset also known a ,sundown i the daili ...di respons when view from the northern ,hemispher the ... categori _informationextract :nam ,228 :dtyp object"
"instruct what citi should someon visit dur a ...trip context nan respons ther ar mani wonderful citi to visit ...durin categori _generalqa :nam ,229 :dtyp object"
"instruct which classic compos wa ?deaf context nan respons ludwig van beethoven categori _openqa :nam ,230 :dtyp object"
"instruct who discov the -doublehelix dna ?structur context nan respons jam watson and franc crick identifi the ... categori _openqa :nam ,231 :dtyp object"
"instruct pleas provid a brief summari describ canada context canada i a countri in north .america it ten ... respons canada i a countri in north .america it ten ... categori summar :nam ,232 :dtyp object"
"instruct why ag 27 i given so much import ...special context nan respons sever renown music artist died at ag 27 ... categori brainstorm :nam ,233 :dtyp object"
"instruct what i bollywood context nan respons bollywood i a movi industri bas in ,...mumbai categori _openqa :nam ,234 :dtyp object"
"instruct what ar ?nanotub context nan respons ,nanotub often known a carbon ,nanotub ...ar categori _openqa :nam ,235 :dtyp object"
"instruct writ the first paragraph of a blog post ...descr context nan respons boston i a vibrant citi with a rich ,histori ... categori _creativewt :nam ,236 :dtyp object"
"instruct what i a secur ?loan context nan respons a secur loan i a form of debt in which the ... categori _openqa :nam ,237 :dtyp object"
"instruct should i hav ?kid context nan respons that i a person question and on should ...thi categori _openqa :nam ,238 :dtyp object"
"instruct giv me 3 idea for hobbi that i can ...recomm context nan respons retir i an excit opportun for ...peop categori brainstorm :nam ,239 :dtyp object"
"instruct nam som reason 'it great to liv in marin ... context nan respons marin counti i a great plac to liv for ...mani categori brainstorm :nam ,240 :dtyp object"
"instruct who wa the first american to win a nobel ?peac context nan respons theodor roosevt categori _openqa :nam ,241 :dtyp object"
"instruct what i the fa ?cup context nan respons the football associ challeng ,cup mor ...c categori _openqa :nam ,242 :dtyp object"
"instruct ar schindler elev saf context schindler hold .ltd i a swiss ...multinationa respons schindler hold .ltd i a swiss ...multinationa categori summar :nam ,243 :dtyp object"
"instruct what ar the 4 ocean on earth context nan respons atlant \oceannarct \oceannpacif \...oceanni categori _openqa :nam ,244 :dtyp object"
"instruct did harri potter put hi own nam in the ...gobl context nan respons harri did not put hi own nam in the goblet ...o categori _openqa :nam ,245 :dtyp object"
"instruct why doe it help to focu on the breath when ...p context nan respons the art of ,medit which i anoth nam ...f categori _generalqa :nam ,246 :dtyp object"
"instruct 'what the best wai to learn how to ?snowboard context nan respons ther ar mani option avail to learn how ... categori _generalqa :nam ,247 :dtyp object"
"instruct what wa angi 'thomass first publish ?novel context nan respons ""the hat u ""giv which wa releas in 2017 ...a categori _openqa :nam ,248 :dtyp object"
"instruct bas on thi ,paragraph how mani younger ...sibl context kennedi wa born on februari ,22 ,1932 at .st ... respons bas on thi ,paragraph kennedi had no ...young categori _closedqa :nam ,249 :dtyp object"
"instruct what ar som of the common el of ...visual context design el ar the basic unit of ani ...vi respons ,lin ,shap ,siz ,textur color and ...directio categori _informationextract :nam ,250 :dtyp object"
"instruct what i the differ between a shrub and a ...t context nan respons som biologt maintain that ther i no ...gen categori _openqa :nam ,251 :dtyp object"
"instruct a an expert ,skier what ar the top resort ...i context nan respons ther ar mani ski resort in the unit ...stat categori classif :nam ,252 :dtyp object"
"instruct which charact belong to dc or marvel ...univ context nan respons spectr i ,dc hulk i marvel categori classif :nam ,253 :dtyp object"
"instruct extract why tim lincecum wa call ""the ""freak context timothi leroi lincecum (//ˈlɪnsəkʌm --...linsəkum respons nicknam ""the ""freak for hi abil to ...gener categori _informationextract :nam ,254 :dtyp object"
"instruct which player won the 'men singl grand ...slam context nan respons the follow player won the 'men singl ...gr categori _openqa :nam ,255 :dtyp object"
"instruct can you tell me someth about stanlei .j ...gol context stanlei .j goldberg (born ,maryland )1939 i ...a respons stanlei .j goldberg (born ,maryland )1939 i ...a categori _closedqa :nam ,256 :dtyp object"
"instruct pleas summar the caus and cur for ...color context the most common caus of color blind i ...an respons the most common caus of color blind i ...ge categori summar :nam ,257 :dtyp object"
"instruct how can i improv my ?fin context nan respons determin your short and long term financi ...g categori brainstorm :nam ,258 :dtyp object"
"instruct what i zenthoef fur context zenthoef fur wer an amateur ..u soccer ...cl respons zenthoef fur wer an amateur ..u soccer ...cl categori summar :nam ,259 :dtyp object"
"instruct what ar the three branch of the u feder ... context nan respons the u constitut divid the feder ...govern categori _openqa :nam ,260 :dtyp object"
"instruct when rock ,climb what i the differ ...bet context nan respons the differ between lead climb and top ...r categori _generalqa :nam ,261 :dtyp object"
"instruct which i a speci of ?fish mola mola or molar context nan respons mola mola categori classif :nam ,262 :dtyp object"
"instruct imagin a world wher lif expect i ...fix context nan respons thos with power and monei could lur the ...und categori _creativewt :nam ,263 :dtyp object"
"instruct what mak a good sal account ?execut context nan respons a good sal account execut will be abl ...to categori _generalqa :nam ,264 :dtyp object"
"instruct which of the follow ar :color ,red ,...black context nan respons the color :ar ,red ,black ,yellow ,orang ...wh categori classif :nam ,265 :dtyp object"
"instruct think up som open for beginn to the ...ga context nan respons chess open ar the most import part of ... categori _creativewt :nam ,266 :dtyp object"
"instruct giv me a list of popular current artist in ...t context nan respons current popular musician in the ,edm or ...el categori brainstorm :nam ,267 :dtyp object"
"instruct which sport would be easiest to find success ... context nan respons soccer and bowl would be the two easiest ...sp categori classif :nam ,268 :dtyp object"
"instruct what i the appeal of flathead lak a a ...summ context nan respons flathead lak i the largest natur ...freshw categori _creativewt :nam ,269 :dtyp object"
"instruct 'what the differ between tenni and ...pickl context nan respons whil thei ar similar ,sport tenni and ...pick categori _openqa :nam ,270 :dtyp object"
"instruct what i ?linux context linux (//ˈliːnʊk ()listen -leenuuk or /...ˈlɪnʊ respons after &att had drop out of the multic ...proj categori _informationextract :nam ,271 :dtyp object"
"instruct given a refer text about jen ,shah what ...i context shah star on the real televis seri ... respons jen shah cam into the spotlight in novemb ...2 categori _closedqa :nam ,272 :dtyp object"
"instruct what ar the classif of academ ?degre context nan respons an academ degre i a qualif award ... categori classif :nam ,273 :dtyp object"
